incident_id,category,priority,status,created_date,resolved_date,resolution_time_hours,standard_process,actual_process,process_deviation,assignee,description
INC00085,Application,Medium,Resolved,2025-09-28 23:50:32,2025-09-30 01:49:25,25.98,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,No,Technician_3,Sample application incident requiring resolution
INC00086,Security,Critical,Resolved,2025-09-30 23:50:32,2025-10-01 01:46:29,1.93,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,No,Technician_7,Sample security incident requiring resolution
INC00087,Security,Critical,Resolved,2025-09-12 23:50:32,2025-09-13 02:11:56,2.36,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,No,Technician_1,Sample security incident requiring resolution
INC00088,User Support,Critical,Resolved,2025-09-25 23:50:32,2025-09-26 02:02:42,2.2,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,Initial Assignment -> User Interview -> Problem Diagnosis -> User Training -> Solution Implementation -> Resolution,Yes,Technician_14,Sample user support incident requiring resolution
INC00089,User Support,Medium,Resolved,2025-09-25 23:50:32,2025-09-26 23:13:34,23.38,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,No,Technician_1,Sample user support incident requiring resolution
INC00090,Security,High,Resolved,2025-09-19 23:50:32,2025-09-20 07:32:09,7.69,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,No,Technician_6,Sample security incident requiring resolution
INC00091,Security,Medium,Resolved,2025-09-21 23:50:32,2025-09-23 03:44:55,27.91,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,No,Technician_19,Sample security incident requiring resolution
INC00092,User Support,Low,Resolved,2025-10-08 23:50:32,2025-10-10 16:50:51,41.01,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,No,Technician_15,Sample user support incident requiring resolution
INC00093,Application,Low,Resolved,2025-10-02 23:50:32,2025-10-04 18:18:22,42.46,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,No,Technician_11,Sample application incident requiring resolution
INC00094,Hardware,Critical,Resolved,2025-10-02 23:50:32,2025-10-03 02:06:28,2.27,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,No,Technician_9,Sample hardware incident requiring resolution
INC00095,Network,Critical,Resolved,2025-10-10 23:50:32,2025-10-11 01:29:02,1.64,Initial Assignment -> Network Analysis -> Root Cause Identification -> Solution Implementation -> Testing -> Resolution,Initial Assignment -> Network Analysis -> Root Cause Identification -> Solution Implementation -> Testing -> Resolution,No,Technician_12,Sample network incident requiring resolution
INC00096,Application,Low,Resolved,2025-09-16 23:50:32,2025-09-18 15:00:54,39.17,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,No,Technician_1,Sample application incident requiring resolution
INC00097,Application,Medium,Resolved,2025-09-14 23:50:32,2025-09-16 06:27:35,30.62,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,Initial Assignment -> Application Analysis -> Bug Fix -> Testing -> Deployment -> Resolution,Yes,Technician_4,Sample application incident requiring resolution
INC00098,User Support,Medium,Resolved,2025-09-26 23:50:32,2025-09-28 02:24:16,26.56,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,No,Technician_6,Sample user support incident requiring resolution
INC00099,User Support,Low,Resolved,2025-09-16 23:50:32,2025-09-19 08:45:53,56.92,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,No,Technician_4,Sample user support incident requiring resolution
INC00100,User Support,Low,Resolved,2025-09-11 23:50:32,2025-09-14 03:14:50,51.41,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,No,Technician_13,Sample user support incident requiring resolution
